Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation
556,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD69388,Electrical Engineering,1st,FAC33498,Mechanical Engineering,,,False,0.0,,False,
557,Marks Mismatch,My midterm marks seem incorrect in Math.,In Progress,3,STD29635,Computer Science,2nd,FAC93316,Business,,,False,0.0,,False,
558,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD84474,Electrical Engineering,1st,FAC24745,Mechanical Engineering,,,False,0.0,,False,
559,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD30937,Computer Science,1st,FAC16858,Electrical Engineering,,,False,0.0,,False,
560,Marks Mismatch,My midterm marks seem incorrect in Physics.,In Progress,4,STD92509,Computer Science,1st,FAC97659,Business,,,False,0.0,,False,
561,Absentee Error,I was marked absent for Lab despite attending.,Resolved,1,STD35533,Mechanical Engineering,4th,FAC56317,Business,,,False,0.0,,False,
562,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD96448,Computer Science,1st,FAC58245,Electrical Engineering,,,False,0.0,,False,
563,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD26977,Electrical Engineering,4th,FAC91232,Electrical Engineering,,,False,0.0,,False,
564,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,5,STD78107,Computer Science,3rd,FAC24823,Business,,,False,0.0,,False,
565,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD12927,Mechanical Engineering,1st,FAC45946,Electrical Engineering,,,False,0.0,,False,
566,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD16141,Mechanical Engineering,1st,FAC69621,Electrical Engineering,,,False,0.0,,False,
567,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD19975,Computer Science,2nd,FAC80641,Business,,,False,0.0,,False,
568,Absentee Error,I was marked absent for Lab despite attending.,In Progress,4,STD48993,Computer Science,1st,FAC47442,Computer Science,,,False,0.0,,False,
569,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD54423,Mechanical Engineering,1st,FAC85370,Mechanical Engineering,,,False,0.0,,False,
570,Absentee Error,I was marked absent for Lab despite attending.,In Progress,6,STD29630,Computer Science,1st,FAC96362,Computer Science,,,False,0.0,,False,
571,Marks Mismatch,My final marks seem incorrect in Physics.,Pending,0,STD13470,Electrical Engineering,1st,FAC72762,Business,,,False,0.0,,False,
572,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD53021,Mechanical Engineering,2nd,FAC29471,Mechanical Engineering,,,False,0.0,,False,
573,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,4,STD83612,Business,4th,FAC77925,Business,,,False,0.0,,False,
574,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD64036,Mechanical Engineering,2nd,FAC39600,Electrical Engineering,,,False,0.0,,False,
575,Marks Mismatch,My quiz marks seem incorrect in Math.,In Progress,4,STD40632,Mechanical Engineering,4th,FAC59989,Electrical Engineering,,,False,0.0,,False,
576,Incorrect Calculation,There appears to be a calculation error in my GPA.,Pending,0,STD84905,Electrical Engineering,2nd,FAC21167,Mechanical Engineering,,,False,0.0,,False,
577,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD95127,Computer Science,3rd,FAC27857,Computer Science,,,False,0.0,,False,
578,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,10,STD77242,Electrical Engineering,3rd,FAC21992,Business,,,False,0.0,,False,
579,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD61296,Computer Science,2nd,FAC59843,Computer Science,,,False,0.0,,False,
580,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,4,STD73577,Computer Science,1st,FAC37102,Business,,,False,0.0,,False,
581,Absentee Error,I was marked absent for Exam despite attending.,In Progress,5,STD67260,Mechanical Engineering,1st,FAC31192,Electrical Engineering,,,False,0.0,,False,
582,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,10,STD19706,Computer Science,4th,FAC27120,Electrical Engineering,,,False,0.0,,False,
583,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,10,STD17825,Computer Science,2nd,FAC31009,Mechanical Engineering,,,False,0.0,,False,
584,Marks Mismatch,My final marks seem incorrect in Physics.,Pending,0,STD70811,Electrical Engineering,1st,FAC76636,Mechanical Engineering,,,False,0.0,,False,
585,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD95657,Electrical Engineering,3rd,FAC57711,Business,,,False,0.0,,False,
586,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,5,STD57848,Electrical Engineering,1st,FAC42414,Computer Science,,,False,0.0,,False,
587,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,7,STD95154,Electrical Engineering,2nd,FAC48930,Electrical Engineering,,,False,0.0,,False,
588,Absentee Error,I was marked absent for Lab despite attending.,Resolved,10,STD78692,Electrical Engineering,1st,FAC42014,Electrical Engineering,,,False,0.0,,False,
589,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD12300,Computer Science,1st,FAC33599,Business,,,False,0.0,,False,
590,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,3,STD90047,Business,2nd,FAC17002,Business,,,False,0.0,,False,
591,Missing Grade,My grade for Course X is missing in the portal.,Resolved,6,STD85350,Computer Science,2nd,FAC29438,Computer Science,,,False,0.0,,False,
592,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD67920,Computer Science,2nd,FAC80215,Business,,,False,0.0,,False,
593,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,5,STD96872,Business,1st,FAC68597,Electrical Engineering,,,False,0.0,,False,
594,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD15398,Mechanical Engineering,4th,FAC15311,Electrical Engineering,,,False,0.0,,False,
595,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,4,STD72038,Computer Science,3rd,FAC25791,Electrical Engineering,,,False,0.0,,False,
596,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,6,STD30536,Computer Science,3rd,FAC72737,Computer Science,,,False,0.0,,False,
597,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD90641,Electrical Engineering,2nd,FAC95517,Computer Science,,,False,0.0,,False,
598,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,13,STD21345,Electrical Engineering,3rd,FAC52690,Mechanical Engineering,,,False,0.0,,False,
599,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD36553,Mechanical Engineering,1st,FAC16791,Mechanical Engineering,,,False,0.0,,False,
600,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD99664,Electrical Engineering,1st,FAC37291,Electrical Engineering,,,False,0.0,,False,
601,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD35992,Computer Science,1st,FAC44586,Business,,,False,0.0,,False,
602,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD32099,Computer Science,4th,FAC16872,Computer Science,,,False,0.0,,False,
603,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD12236,Computer Science,1st,FAC32030,Computer Science,,,False,0.0,,False,
604,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,5,STD79465,Electrical Engineering,4th,FAC55348,Electrical Engineering,,,False,0.0,,False,
605,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD38443,Business,4th,FAC88323,Computer Science,,,False,0.0,,False,
606,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,12,STD85057,Computer Science,4th,FAC39136,Electrical Engineering,,,False,0.0,,False,
607,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,2,STD33787,Electrical Engineering,2nd,FAC66281,Electrical Engineering,,,False,0.0,,False,
608,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD36042,Electrical Engineering,2nd,FAC70632,Computer Science,,,False,0.0,,False,
609,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD91819,Business,3rd,FAC67812,Mechanical Engineering,,,False,0.0,,False,
610,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD71736,Computer Science,4th,FAC76712,Computer Science,,,False,0.0,,False,
611,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD27758,Mechanical Engineering,2nd,FAC27405,Computer Science,,,False,0.0,,False,
612,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD55991,Computer Science,3rd,FAC69112,Mechanical Engineering,,,False,0.0,,False,
613,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD53213,Mechanical Engineering,1st,FAC52750,Mechanical Engineering,,,False,0.0,,False,
614,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,1,STD33631,Mechanical Engineering,3rd,FAC29220,Computer Science,,,False,0.0,,False,
615,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,13,STD46569,Business,2nd,FAC96586,Computer Science,,,False,0.0,,False,
616,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD58645,Computer Science,2nd,FAC37692,Mechanical Engineering,,,False,0.0,,False,
617,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD11827,Computer Science,4th,FAC43182,Electrical Engineering,,,False,0.0,,False,
618,Marks Mismatch,My final marks seem incorrect in Math.,Pending,0,STD98922,Computer Science,3rd,FAC28583,Business,,,False,0.0,,False,
619,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,5,STD51189,Mechanical Engineering,1st,FAC46875,Computer Science,,,False,0.0,,False,
620,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD15605,Computer Science,2nd,FAC97546,Mechanical Engineering,,,False,0.0,,False,
621,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD87965,Computer Science,2nd,FAC21986,Mechanical Engineering,,,False,0.0,,False,
622,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,10,STD48792,Mechanical Engineering,3rd,FAC13372,Electrical Engineering,,,False,0.0,,False,
623,Marks Mismatch,My quiz marks seem incorrect in Physics.,In Progress,4,STD38834,Computer Science,3rd,FAC73715,Business,,,False,0.0,,False,
624,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,5,STD89972,Computer Science,1st,FAC83309,Electrical Engineering,,,False,0.0,,False,
625,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD92285,Computer Science,4th,FAC13481,Business,,,False,0.0,,False,
626,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,10,STD16767,Computer Science,4th,FAC59802,Mechanical Engineering,,,False,0.0,,False,
627,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,2,STD29651,Computer Science,3rd,FAC94514,Mechanical Engineering,,,False,0.0,,False,
628,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,2,STD92811,Mechanical Engineering,1st,FAC40907,Business,,,False,0.0,,False,
629,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD83773,Mechanical Engineering,4th,FAC65373,Computer Science,,,False,0.0,,False,
630,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD15944,Computer Science,2nd,FAC18244,Mechanical Engineering,,,False,0.0,,False,
631,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD35411,Computer Science,1st,FAC68009,Computer Science,,,False,0.0,,False,
632,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD18071,Computer Science,2nd,FAC31399,Mechanical Engineering,,,False,0.0,,False,
633,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD66344,Mechanical Engineering,3rd,FAC98233,Electrical Engineering,,,False,0.0,,False,
634,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,4,STD54945,Electrical Engineering,4th,FAC33384,Electrical Engineering,,,False,0.0,,False,
635,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD84497,Computer Science,1st,FAC84670,Computer Science,,,False,0.0,,False,
636,Marks Mismatch,My quiz marks seem incorrect in Math.,Pending,0,STD73101,Electrical Engineering,3rd,FAC54236,Computer Science,,,False,0.0,,False,
637,Marks Mismatch,My final marks seem incorrect in Math.,In Progress,6,STD31174,Electrical Engineering,2nd,FAC65891,Computer Science,,,False,0.0,,False,
638,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,6,STD79818,Electrical Engineering,4th,FAC40188,Electrical Engineering,,,False,0.0,,False,
639,Absentee Error,I was marked absent for Lab despite attending.,Resolved,2,STD36841,Computer Science,1st,FAC71118,Business,,,False,0.0,,False,
640,Missing Grade,My grade for Course X is missing in the portal.,Resolved,12,STD83748,Computer Science,1st,FAC49051,Mechanical Engineering,,,False,0.0,,False,
641,Absentee Error,I was marked absent for Exam despite attending.,In Progress,3,STD28177,Mechanical Engineering,1st,FAC96200,Computer Science,,,False,0.0,,False,
642,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,1,STD58373,Electrical Engineering,2nd,FAC68200,Electrical Engineering,,,False,0.0,,False,
643,Absentee Error,I was marked absent for Exam despite attending.,Resolved,3,STD81701,Mechanical Engineering,4th,FAC51207,Business,,,False,0.0,,False,
644,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD95253,Mechanical Engineering,2nd,FAC95552,Computer Science,,,False,0.0,,False,
645,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD38441,Electrical Engineering,2nd,FAC54419,Electrical Engineering,,,False,0.0,,False,
646,Absentee Error,I was marked absent for Lab despite attending.,In Progress,3,STD55748,Computer Science,4th,FAC10154,Mechanical Engineering,,,False,0.0,,False,
647,Absentee Error,I was marked absent for Lab despite attending.,In Progress,4,STD20860,Business,3rd,FAC61249,Mechanical Engineering,,,False,0.0,,False,
648,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD88863,Electrical Engineering,1st,FAC37836,Business,,,False,0.0,,False,
649,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD87992,Computer Science,1st,FAC46989,Computer Science,,,False,0.0,,False,
650,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,2,STD34442,Business,3rd,FAC92946,Electrical Engineering,,,False,0.0,,False,
651,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD72864,Computer Science,2nd,FAC99983,Electrical Engineering,,,False,0.0,,False,
652,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD95565,Computer Science,3rd,FAC90331,Business,,,False,0.0,,False,
653,Marks Mismatch,My midterm marks seem incorrect in Math.,Pending,0,STD73990,Computer Science,2nd,FAC93559,Mechanical Engineering,,,False,0.0,,False,
654,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,7,STD96651,Computer Science,1st,FAC47868,Business,,,False,0.0,,False,
655,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,1,STD25319,Computer Science,1st,FAC14634,Mechanical Engineering,,,False,0.0,,False,
656,Missing Grade,My grade for Course Y is missing in the portal.,In Progress,3,STD82493,Mechanical Engineering,1st,FAC37763,Business,,,False,0.0,,False,
657,Absentee Error,I was marked absent for Lab despite attending.,In Progress,4,STD44556,Computer Science,4th,FAC75502,Business,,,False,0.0,,False,
658,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD86688,Computer Science,2nd,FAC36589,Computer Science,,,False,0.0,,False,
659,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,6,STD80416,Computer Science,2nd,FAC77340,Electrical Engineering,,,False,0.0,,False,
660,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD52366,Electrical Engineering,3rd,FAC95263,Electrical Engineering,,,False,0.0,,False,
661,Marks Mismatch,My midterm marks seem incorrect in Math.,In Progress,5,STD15644,Computer Science,1st,FAC61266,Electrical Engineering,,,False,0.0,,False,
662,Absentee Error,I was marked absent for Exam despite attending.,In Progress,5,STD38728,Electrical Engineering,1st,FAC89848,Electrical Engineering,,,False,0.0,,False,
663,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,6,STD63773,Computer Science,4th,FAC87218,Computer Science,,,False,0.0,,False,
664,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD13346,Electrical Engineering,3rd,FAC72267,Mechanical Engineering,,,False,0.0,,False,
665,Absentee Error,I was marked absent for Lab despite attending.,In Progress,5,STD95543,Computer Science,3rd,FAC37350,Mechanical Engineering,,,False,0.0,,False,
666,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,13,STD10925,Electrical Engineering,1st,FAC45133,Business,,,False,0.0,,False,
667,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,1,STD95898,Mechanical Engineering,4th,FAC13532,Business,,,False,0.0,,False,
668,Incorrect Calculation,There appears to be a calculation error in my GPA.,In Progress,6,STD35716,Business,3rd,FAC75240,Business,,,False,0.0,,False,
669,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD19452,Electrical Engineering,3rd,FAC60841,Computer Science,,,False,0.0,,False,
670,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,6,STD11887,Business,4th,FAC51723,Business,,,False,0.0,,False,
671,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD40105,Mechanical Engineering,4th,FAC98073,Computer Science,,,False,0.0,,False,
672,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,10,STD31120,Business,3rd,FAC78406,Computer Science,,,False,0.0,,False,
673,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,3,STD80254,Computer Science,4th,FAC16394,Business,,,False,0.0,,False,
674,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD27039,Electrical Engineering,3rd,FAC41398,Computer Science,,,False,0.0,,False,
675,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD67928,Mechanical Engineering,2nd,FAC63968,Business,,,False,0.0,,False,
676,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD93740,Mechanical Engineering,1st,FAC56658,Mechanical Engineering,,,False,0.0,,False,
677,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD78557,Computer Science,2nd,FAC71223,Electrical Engineering,,,False,0.0,,False,
678,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,13,STD14951,Electrical Engineering,4th,FAC72451,Computer Science,,,False,0.0,,False,
679,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,2,STD26585,Computer Science,1st,FAC85107,Business,,,False,0.0,,False,
680,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,12,STD12524,Mechanical Engineering,3rd,FAC56109,Business,,,False,0.0,,False,
681,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD87321,Electrical Engineering,3rd,FAC56026,Mechanical Engineering,,,False,0.0,,False,
682,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD79791,Mechanical Engineering,3rd,FAC92731,Mechanical Engineering,,,False,0.0,,False,
683,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,11,STD60806,Computer Science,1st,FAC33551,Computer Science,,,False,0.0,,False,
684,Marks Mismatch,My final marks seem incorrect in Chemistry.,In Progress,5,STD63343,Mechanical Engineering,4th,FAC12576,Business,,,False,0.0,,False,
685,Absentee Error,I was marked absent for Lab despite attending.,Resolved,4,STD53442,Computer Science,4th,FAC50418,Mechanical Engineering,,,False,0.0,,False,
686,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD18739,Computer Science,4th,FAC38649,Business,,,False,0.0,,False,
687,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,10,STD43375,Electrical Engineering,1st,FAC40167,Business,,,False,0.0,,False,
688,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,5,STD82654,Mechanical Engineering,1st,FAC82488,Electrical Engineering,,,False,0.0,,False,
689,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,6,STD81527,Computer Science,3rd,FAC78778,Computer Science,,,False,0.0,,False,
690,Absentee Error,I was marked absent for Exam despite attending.,Pending,0,STD89405,Mechanical Engineering,3rd,FAC54671,Computer Science,,,False,0.0,,False,
691,Missing Grade,My grade for Course Y is missing in the portal.,Pending,0,STD77981,Computer Science,3rd,FAC25012,Business,,,False,0.0,,False,
692,Missing Grade,My grade for Course X is missing in the portal.,Resolved,3,STD43247,Electrical Engineering,1st,FAC85760,Electrical Engineering,,,False,0.0,,False,
693,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,7,STD57722,Computer Science,2nd,FAC73639,Mechanical Engineering,,,False,0.0,,False,
694,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD90817,Electrical Engineering,1st,FAC20772,Electrical Engineering,,,False,0.0,,False,
695,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,12,STD49016,Mechanical Engineering,4th,FAC81832,Computer Science,,,False,0.0,,False,
696,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,13,STD68582,Mechanical Engineering,3rd,FAC91999,Business,,,False,0.0,,False,
697,Missing Grade,My grade for Course X is missing in the portal.,Pending,0,STD38320,Mechanical Engineering,4th,FAC58921,Mechanical Engineering,,,False,0.0,,False,
698,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD25637,Business,4th,FAC96025,Computer Science,,,False,0.0,,False,
699,Marks Mismatch,My midterm marks seem incorrect in Math.,In Progress,6,STD22477,Mechanical Engineering,2nd,FAC67580,Mechanical Engineering,,,False,0.0,,False,
700,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD82039,Mechanical Engineering,2nd,FAC39066,Electrical Engineering,,,False,0.0,,False,
701,Absentee Error,I was marked absent for Exam despite attending.,In Progress,3,STD88807,Mechanical Engineering,4th,FAC77697,Electrical Engineering,,,False,0.0,,False,
702,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD70372,Mechanical Engineering,4th,FAC87583,Computer Science,,,False,0.0,,False,
703,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,6,STD23173,Electrical Engineering,1st,FAC58385,Electrical Engineering,,,False,0.0,,False,
704,Marks Mismatch,My quiz marks seem incorrect in Physics.,Pending,0,STD40011,Electrical Engineering,2nd,FAC78760,Mechanical Engineering,,,False,0.0,,False,
705,Missing Grade,My grade for Course X is missing in the portal.,Resolved,4,STD32055,Electrical Engineering,1st,FAC51064,Computer Science,,,False,0.0,,False,
706,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,3,STD19905,Mechanical Engineering,1st,FAC27132,Mechanical Engineering,,,False,0.0,,False,
707,Absentee Error,I was marked absent for Exam despite attending.,In Progress,3,STD45138,Business,3rd,FAC26300,Electrical Engineering,,,False,0.0,,False,
708,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD14310,Electrical Engineering,1st,FAC96013,Electrical Engineering,,,False,0.0,,False,
709,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD16464,Electrical Engineering,3rd,FAC21272,Computer Science,,,False,0.0,,False,
710,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,5,STD38638,Computer Science,2nd,FAC55150,Business,,,False,0.0,,False,
711,Incorrect Calculation,There appears to be a calculation error in my CGPA.,In Progress,6,STD15461,Electrical Engineering,2nd,FAC17487,Computer Science,,,False,0.0,,False,
712,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,4,STD61909,Mechanical Engineering,2nd,FAC28487,Mechanical Engineering,,,False,0.0,,False,
713,Absentee Error,I was marked absent for Exam despite attending.,Resolved,7,STD65252,Business,4th,FAC34337,Mechanical Engineering,,,False,0.0,,False,
714,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD47163,Business,4th,FAC61065,Business,,,False,0.0,,False,
715,Absentee Error,I was marked absent for Lab despite attending.,In Progress,3,STD88495,Computer Science,3rd,FAC24534,Business,,,False,0.0,,False,
716,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,9,STD22717,Computer Science,4th,FAC95539,Electrical Engineering,,,False,0.0,,False,
717,Absentee Error,I was marked absent for Exam despite attending.,Resolved,12,STD22705,Computer Science,1st,FAC17601,Electrical Engineering,,,False,0.0,,False,
718,Marks Mismatch,My final marks seem incorrect in Chemistry.,Pending,0,STD97167,Electrical Engineering,1st,FAC39944,Mechanical Engineering,,,False,0.0,,False,
719,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,5,STD29778,Computer Science,1st,FAC35284,Electrical Engineering,,,False,0.0,,False,
720,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD97807,Business,1st,FAC91730,Electrical Engineering,,,False,0.0,,False,
721,Absentee Error,I was marked absent for Exam despite attending.,Resolved,2,STD78194,Computer Science,2nd,FAC72564,Computer Science,,,False,0.0,,False,
722,Marks Mismatch,My final marks seem incorrect in Physics.,In Progress,3,STD48510,Business,1st,FAC65196,Computer Science,,,False,0.0,,False,
723,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,8,STD82729,Computer Science,3rd,FAC20791,Electrical Engineering,,,False,0.0,,False,
724,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,10,STD65238,Computer Science,1st,FAC31438,Mechanical Engineering,,,False,0.0,,False,
725,Absentee Error,I was marked absent for Lab despite attending.,Pending,0,STD94095,Electrical Engineering,1st,FAC85855,Computer Science,,,False,0.0,,False,
726,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,11,STD39793,Electrical Engineering,4th,FAC69915,Computer Science,,,False,0.0,,False,
727,Marks Mismatch,My midterm marks seem incorrect in Physics.,In Progress,6,STD57005,Computer Science,1st,FAC85100,Business,,,False,0.0,,False,
728,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,4,STD21246,Computer Science,1st,FAC84680,Computer Science,,,False,0.0,,False,
729,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Pending,0,STD96794,Computer Science,2nd,FAC15483,Computer Science,,,False,0.0,,False,
730,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,5,STD69328,Electrical Engineering,2nd,FAC29211,Electrical Engineering,,,False,0.0,,False,
731,Absentee Error,I was marked absent for Exam despite attending.,Resolved,4,STD40858,Electrical Engineering,2nd,FAC21888,Mechanical Engineering,,,False,0.0,,False,
732,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,13,STD90489,Computer Science,4th,FAC14579,Computer Science,,,False,0.0,,False,
733,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Pending,0,STD70505,Computer Science,1st,FAC12607,Computer Science,,,False,0.0,,False,
734,Absentee Error,I was marked absent for Exam despite attending.,Resolved,6,STD95483,Computer Science,1st,FAC97842,Business,,,False,0.0,,False,
735,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD58125,Mechanical Engineering,1st,FAC36154,Electrical Engineering,,,False,0.0,,False,
736,Absentee Error,I was marked absent for Exam despite attending.,Resolved,11,STD70074,Electrical Engineering,4th,FAC84074,Mechanical Engineering,,,False,0.0,,False,
737,Absentee Error,I was marked absent for Lab despite attending.,In Progress,3,STD27974,Electrical Engineering,3rd,FAC30354,Electrical Engineering,,,False,0.0,,False,
738,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,12,STD40129,Mechanical Engineering,2nd,FAC99364,Computer Science,,,False,0.0,,False,
739,Marks Mismatch,My midterm marks seem incorrect in Physics.,Pending,0,STD60058,Mechanical Engineering,4th,FAC59626,Business,,,False,0.0,,False,
740,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,11,STD95730,Computer Science,2nd,FAC39011,Business,,,False,0.0,,False,
