Complaint ID,Complaint Type,Complaint Text,Complaint Status,Complaint Resolution Time,Student ID,Student Program,Student Year,Faculty ID,Faculty Department,Predicted Complaint Type,Predicted Priority,Duplicate Flag,SLA Risk Score,Recommended Action,Anomaly Flag,Explanation,Resolution Description,Faculty Response Time,Student Satisfaction Score
875,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD53291,Computer Science,3rd,FAC13978,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
878,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD61000,Computer Science,1st,FAC52494,Business,,,False,0.0,,False,,Verified attendance records and updated status.,5,2
881,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,11,STD51243,Computer Science,2nd,FAC11313,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,1
886,Absentee Error,I was marked absent for Exam despite attending.,Resolved,9,STD96357,Business,3rd,FAC92845,Business,,,False,0.0,,False,,Verified attendance records and updated status.,1,3
889,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,9,STD23354,Business,3rd,FAC44970,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,3
892,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,2,STD10177,Electrical Engineering,2nd,FAC49096,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,1
893,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,3,STD59125,Electrical Engineering,2nd,FAC56014,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,4,1
895,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD74221,Electrical Engineering,2nd,FAC36966,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,5,2
897,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,2,STD23400,Electrical Engineering,3rd,FAC90674,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,3
899,Missing Grade,My grade for Course X is missing in the portal.,Resolved,13,STD60796,Computer Science,1st,FAC38471,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,3
901,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,12,STD17159,Electrical Engineering,3rd,FAC38083,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,4
902,Missing Grade,My grade for Course X is missing in the portal.,Resolved,5,STD52605,Electrical Engineering,1st,FAC74086,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,2
906,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD17624,Electrical Engineering,4th,FAC68126,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,1,5
909,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,5,STD92165,Electrical Engineering,3rd,FAC74461,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,5
910,Marks Mismatch,My quiz marks seem incorrect in Chemistry.,Resolved,5,STD11056,Mechanical Engineering,1st,FAC96548,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,2,1
911,Missing Grade,My grade for Course X is missing in the portal.,Resolved,9,STD91959,Electrical Engineering,3rd,FAC75925,Mechanical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,2,5
912,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,13,STD34921,Business,1st,FAC23067,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,5
913,Absentee Error,I was marked absent for Lab despite attending.,Resolved,8,STD91154,Computer Science,2nd,FAC50142,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,2,3
914,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD28442,Electrical Engineering,1st,FAC43264,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,6,3
916,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,9,STD77050,Electrical Engineering,1st,FAC76614,Computer Science,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,1
919,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,10,STD23308,Mechanical Engineering,2nd,FAC90064,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,1
920,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD55502,Electrical Engineering,4th,FAC89617,Business,,,False,0.0,,False,,Verified attendance records and updated status.,5,3
921,Missing Grade,My grade for Course Y is missing in the portal.,Resolved,6,STD96118,Mechanical Engineering,2nd,FAC66690,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,1,2
925,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,11,STD10939,Business,4th,FAC80225,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,2,4
928,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,9,STD43817,Computer Science,2nd,FAC65542,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,5,1
929,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD58645,Computer Science,3rd,FAC11158,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,4,2
932,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,8,STD39585,Electrical Engineering,4th,FAC48802,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,5,3
936,Absentee Error,I was marked absent for Lab despite attending.,Resolved,12,STD80572,Business,3rd,FAC17589,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,3,2
937,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,10,STD73345,Business,3rd,FAC91740,Mechanical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,4,3
938,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,1,STD86706,Mechanical Engineering,3rd,FAC78475,Electrical Engineering,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,5,5
939,Incorrect Calculation,There appears to be a calculation error in my GPA.,Resolved,10,STD96767,Computer Science,2nd,FAC70497,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,1
950,Incorrect Calculation,There appears to be a calculation error in my CGPA.,Resolved,13,STD88888,Electrical Engineering,2nd,FAC44911,Computer Science,,,False,0.0,,False,,Recalculated GPA/CGPA and corrected the error.,3,5
955,Absentee Error,I was marked absent for Lab despite attending.,Resolved,6,STD86318,Mechanical Engineering,4th,FAC79207,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,2,1
957,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,9,STD37234,Computer Science,3rd,FAC93236,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,3
958,Absentee Error,I was marked absent for Lab despite attending.,Resolved,11,STD11882,Electrical Engineering,2nd,FAC21347,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,1
960,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,12,STD32546,Electrical Engineering,4th,FAC61644,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,4
961,Absentee Error,I was marked absent for Exam despite attending.,Resolved,5,STD99859,Mechanical Engineering,2nd,FAC49201,Mechanical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,3,2
962,Marks Mismatch,My quiz marks seem incorrect in Physics.,Resolved,4,STD42617,Electrical Engineering,1st,FAC95750,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,2
964,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,13,STD13263,Computer Science,1st,FAC44413,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,3
967,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,5,STD80267,Electrical Engineering,1st,FAC93575,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,2
969,Marks Mismatch,My final marks seem incorrect in Chemistry.,Resolved,8,STD29635,Business,4th,FAC44205,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,1
970,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,10,STD95559,Electrical Engineering,4th,FAC42063,Business,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,3,4
972,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,12,STD26183,Electrical Engineering,4th,FAC18960,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,6,3
975,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,13,STD61493,Electrical Engineering,1st,FAC11448,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,6,5
977,Missing Grade,My grade for Course X is missing in the portal.,Resolved,8,STD57410,Electrical Engineering,1st,FAC28834,Business,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,3,5
978,Absentee Error,I was marked absent for Exam despite attending.,Resolved,13,STD56466,Computer Science,1st,FAC76675,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,4,2
981,Marks Mismatch,My final marks seem incorrect in Math.,Resolved,4,STD50239,Mechanical Engineering,4th,FAC66283,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,4,5
982,Absentee Error,I was marked absent for Lab despite attending.,Resolved,3,STD52309,Computer Science,1st,FAC78166,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,3,5
985,Marks Mismatch,My midterm marks seem incorrect in Physics.,Resolved,9,STD76909,Computer Science,4th,FAC38370,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with scanned copies,2,5
986,Marks Mismatch,My midterm marks seem incorrect in Chemistry.,Resolved,2,STD10468,Computer Science,3rd,FAC24831,Electrical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,1,2
987,Absentee Error,I was marked absent for Lab despite attending.,Resolved,9,STD20120,Business,1st,FAC59073,Computer Science,,,False,0.0,,False,,Verified attendance records and updated status.,4,1
989,Marks Mismatch,My final marks seem incorrect in Physics.,Resolved,4,STD98179,Mechanical Engineering,3rd,FAC23470,Business,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,1
990,Missing Grade,My grade for Course X is missing in the portal.,Resolved,11,STD87307,Computer Science,3rd,FAC63967,Electrical Engineering,,,False,0.0,,False,,Added missing grade after consulting with the course instructor.,5,4
991,Marks Mismatch,My midterm marks seem incorrect in Math.,Resolved,13,STD91618,Electrical Engineering,2nd,FAC37337,Mechanical Engineering,,,False,0.0,,False,,Adjusted marks after verification with attendance records,3,5
995,Marks Mismatch,My quiz marks seem incorrect in Math.,Resolved,6,STD91135,Electrical Engineering,2nd,FAC78480,Computer Science,,,False,0.0,,False,,Adjusted marks after verification with attendance records,4,2
996,Absentee Error,I was marked absent for Exam despite attending.,Resolved,1,STD29044,Electrical Engineering,4th,FAC17982,Electrical Engineering,,,False,0.0,,False,,Verified attendance records and updated status.,6,3
